# entry-subent-pointer  : 21708--00-3-0 
# EXFOR reaction        : ['92-U-238', ['N,F'], 'ELEM/MASS,CUM,FY'] 
# incident energy       : 1.47e+01 MeV 
# target                : U-238 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : J.Laurec 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (J,NDS,111,2965,2010) 
# year                  : 2010 
# facility              : (ACCEL): Accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/217/21708.x4 
# nds                   : https://nds.iaea.org/EXFOR/21708
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             40.0             95.0              nan      4.97000E-02              NAN
             40.0             97.0              nan      5.23000E-02              NAN
             42.0             99.0              nan      5.75000E-02              NAN
             44.0            103.0              nan      4.74000E-02              NAN
             45.0            105.0              nan      3.40000E-02              NAN
             51.0            127.0              nan      1.38000E-02              NAN
             52.0            132.0              nan      4.72000E-02              NAN
             53.0            131.0              nan      4.05000E-02              NAN
             53.0            133.0              nan      5.50000E-02              NAN
             54.0            135.0              nan      5.70000E-02              NAN
             56.0            140.0              nan      4.65000E-02              NAN
             58.0            141.0              nan      4.44000E-02              NAN
             58.0            143.0              nan      3.94000E-02              NAN
             58.0            144.0              nan      3.72000E-02              NAN
             60.0            147.0              nan      2.08000E-02              NAN
